Date,z,beta,target_dir,position_dir,w_murata,w_taiyo,gross_return,turnover,transaction_cost,borrow_cost,net_return,equity,drawdown
2026-07-07,-1.3956588925740199,0.8030007789367714,1,1,0.5,-0.5,0.004573903699330695,0.0,0.0,1.984126984126984e-05,0.004554062429489425,1.1966759258360593,-0.04316439462192101
2026-07-08,-0.7493785344928282,0.8007988453404836,1,1,0.5,-0.5,0.03245339941137221,0.0,0.0,1.984126984126984e-05,0.03243355814153094,1.2354883840532336,-0.012130811383004092
2026-07-09,0.03028064288290457,0.7992234348305293,0,1,0.5,-0.5,0.03433666406208857,0.0,0.0,1.984126984126984e-05,0.034316822792247306,1.2778864199906683,0.0
2026-07-10,0.4771595528429695,0.7986264322691804,0,0,0.0,-0.0,0.018613625416088464,1.0,0.001,1.984126984126984e-05,0.017593784146247193,1.3003692778274047,0.0
2026-07-13,1.5047086387223576,0.7986135655948773,-1,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3003692778274047,0.0
2026-07-14,1.5619634474531663,0.799463081750639,-1,-1,-0.5,0.5,0.0,1.0,0.001,0.0,-0.001,1.2990689085495772,-0.001000000000000112
2026-07-15,0.9547355022857631,0.8003116937049204,-1,-1,-0.5,0.5,0.031632222690847756,0.0,0.0,1.984126984126984e-05,0.03161238142100649,1.3401355703788171,0.0
2026-07-16,0.05351819036212722,0.800577812845518,0,-1,-0.5,0.5,0.03528819455039206,0.0,0.0,1.984126984126984e-05,0.03526835328055079,1.3873999451187697,0.0
2026-07-17,0.12093428773526485,0.7999554309006284,0,0,0.0,-0.0,-0.013766752209866007,1.0,0.001,1.984126984126984e-05,-0.014786593479707278,1.3668850261365304,-0.014786593479707233
2026-07-21,0.09093704570502598,0.7993367454122011,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-07-22,-0.06556818393277958,0.7986923302655055,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-07-23,0.5495034396972532,0.7978646260194817,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-07-24,0.8256283988262458,0.797611644646965,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-07-27,0.4033285994181752,0.7975121210459004,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.3668850261365304,-0.014786593479707233
2026-07-28,0.018499166274058402,0.7970968231231528,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-07-29,-0.37979402235991666,0.7963332813256787,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-07-30,0.2876238170644281,0.7954205381182552,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-07-31,0.5134958647007096,0.7948140057191945,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-03,0.38283301861979463,0.7943403487910834,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-04,-0.035309838046229995,0.7937703909930406,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.3668850261365304,-0.014786593479707233
2026-08-05,0.3237976342950287,0.7929920668172729,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-06,0.8017344339446631,0.7924731518011903,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-07,0.7707040953794949,0.7921937312560836,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-10,0.9886937361980799,0.7917911584348878,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-12,0.6664446706834087,0.7914022423718687,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-13,1.2620369723238216,0.7909020975317197,-1,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3668850261365304,-0.014786593479707233
2026-08-14,1.0699212320036944,0.7905838641380658,-1,-1,-0.5,0.5,-0.0,1.0,0.001,0.0,-0.001,1.3655181411103938,-0.01577180688622748
2026-08-17,0.8982586093868205,0.7903436443399463,-1,-1,-0.5,0.5,0.009370536010810393,0.0,0.0,1.984126984126984e-05,0.009350694740969123,1.3782866844111727,-0.006568589496965038
2026-08-18,0.8459685796053787,0.7901165723390958,-1,-1,-0.5,0.5,-0.00983563400866444,0.0,0.0,1.984126984126984e-05,-0.00985547527850571,1.3647030140662648,-0.016359328204068713
2026-08-19,0.8707063383352103,0.7897426730647756,-1,-1,-0.5,0.5,-0.004257867566402063,0.0,0.0,1.984126984126984e-05,-0.004277708836243332,1.3588652119241456,-0.02056705659749858
2026-08-20,0.7113824949322756,0.7893382902550058,-1,-1,-0.5,0.5,0.005341526975259414,0.0,0.0,1.984126984126984e-05,0.0053216857054181445,1.3660966654980322,-0.015354822303177973
2026-08-21,0.8486374180901248,0.7889781027079285,-1,-1,-0.5,0.5,-0.00887153529851964,0.0,0.0,1.984126984126984e-05,-0.00889137656836091,1.353950185616307,-0.024109673364301032
2026-08-24,0.9647301468697846,0.7888634149948518,-1,-1,-0.5,0.5,-0.006425993573559108,0.0,0.0,1.984126984126984e-05,-0.006445834843400377,1.345222846333633,-0.030400101235066757
2026-08-25,0.938367072581568,0.78882370917838,-1,-1,-0.5,0.5,0.0021554076441773207,0.0,0.0,1.984126984126984e-05,0.0021355663743360506,1.348095659010252,-0.028329456294704625
2026-08-26,1.261619673617865,0.7887132817778041,-1,-1,-0.5,0.5,-0.015183803337917634,0.0,0.0,1.984126984126984e-05,-0.015203644607758905,1.3275996917133976,-0.04310238991702775
2026-08-27,1.649793013519971,0.7887228671318992,-1,-1,-0.5,0.5,-0.01745911045362164,0.0,0.0,1.984126984126984e-05,-0.01747895172346291,1.304394640793855,-0.059827957047965064
