min_segment,date,bic_improvement,mean_before,mean_after,ann_mean_before,ann_mean_after
8,2026-06-19,2.2762647076474423,-0.0007706744180456838,0.01821770752187631,-0.04007506973837556,0.9473207911375681
13,2026-02-06,2.1806157723174238,-0.0019595348159303087,0.010759853538357157,-0.10189581042837606,0.5595123839945721
21,2026-02-06,2.1806157723174238,-0.0019595348159303087,0.010759853538357157,-0.10189581042837606,0.5595123839945721
